title,review,vote
A View to a Kill,"This one, directed by John Glen, just follows the numbers, plodding from one unimaginative set piece to the next.",rotten
A View to a Kill,"It is exhausted and exhausting, an old joke retold once too often.",rotten
A View to a Kill,"While Bond pics have always traded heavily on the camp value of its characters, A View to a Kill almost attacks the humor, practically winking at the audience with every move.",rotten
A View to a Kill,"Once 007 was licensed to kill; now he not only eats quiche, he cooks it himself.",rotten
A View to a Kill,"As lavishly escapist as they are, the latest James Bond films have become strenuous to watch, now that the business of maintaining Bond's casual savoir-faire looks like such a monumental chore.",rotten
A View to a Kill,"A View to a Kill is often numbered among the worst of the series, but, upon closer inspection, this film is a vast improvement over Octopussy.",rotten
Police Academy 3: Back in Training,It's perfectly serviceable.,fresh
Police Academy 4: Citizens on Patrol,Script is merely a collection of gags tied together by the slightest suggestion of a story.,rotten
Police Academy 4: Citizens on Patrol,"More of the same from the wackiest police force on the streets, and their newly recruited civilian helpers.",rotten
Police Academy 4: Citizens on Patrol,"The new players, like the original ones (who are still here in full force), are limited to one-shtick roles and are sometimes even more limited than that.",rotten
Police Academy 4: Citizens on Patrol,"Just when you think American film comedy has hit the bottom of the barrel, it makes a supreme effort and keeps sinking.",rotten
Police Academy 5: Assignment: Miami Beach,Miami field trip only brings a pastel backdrop to the insipid infighting of the boobs in blue.,rotten
Police Academy 5: Assignment: Miami Beach,It's business as usual: fart jokes.,rotten
Police Academy 5: Assignment: Miami Beach,"The real culprit is producer Paul Maslansky, the creator of the Academy films, clearly a man who can never be stopped, not even by a SWAT team of movie critics with blood in their eyes.",rotten
Babe: Pig in the City,"It's George Miller's masterpiece, maybe even the best commercial film of 1998.",fresh
Babe: Pig in the City,Darkly funny!,fresh
Babe: Pig in the City,"So distressingly dark, grim, and cynical it's likely to make kids cry!",rotten
Babe: Pig in the City,A sequel that lacks the quiet beauty and subtlety of the original!,rotten
Babe: Pig in the City,More magical than the original!,fresh
Babe: Pig in the City,Brilliant!,fresh
Babe: Pig in the City,The new saga basks in imaginative charm!,fresh
Babe: Pig in the City,BABE has all but lost its bearings.,rotten
Very Bad Things,Berg is so in love with his escalating shock tactics that they quickly cease to shock.,rotten
Very Bad Things,"...hollow, simple-minded and about as profound an experience as stepping in a pile of road kill.",rotten
Very Bad Things,"Peter Berg's Very Bad Things isn't a bad movie, just a reprehensible one.",rotten
Very Bad Things,...Berg's listless direction brings the film so little point of view that it doesn't much matter who lives or dies.,rotten
Very Bad Things,"The gross-out humor lacks edge, the guilt never kicks in, and the outrages are predictable. It's one flat brewski.",rotten
Very Bad Things,"It's entertaining to a degree, but lacks all of the elements necessary to form a truly compelling motion picture.",rotten
Very Bad Things,...uneven but frequently funny...,rotten
Very Bad Things,"Berg ... brings wit, energy and a twisted kind of joy to a story that's little more than a tasteless anecdote.",fresh
Very Bad Things,"It's extremely lousy material, but these guys make the most of it.",rotten
Little Voice,A small picture with a big heart.,fresh
Little Voice,A lively if finally rather cruel comic fantasy.,fresh
Little Voice,"At its center is Jane Horrocks, who, in the title role, gives the best female performance of the year.",fresh
Little Voice,"Horrocks' gift for impersonation is remarkable. If her acting career ever stalls, she can take her singing act on the road. Her Garland impression alone would fill every gay bar in the world.",fresh
Little Voice,Here everything leads up to (and wilts after) Horrocks' showstopper. But she is amazing. Absolutely fabulous.,fresh
A Simple Plan,"A Simple Plan is lean, elegant, and emotionally complex - a marvel of backwoods classicism.",fresh
A Simple Plan,"Perfect capers gone horribly, inexorably awry have always kept audiences squirming. But just when we think we've seen it all, Raimi offers a few new wrinkles.",fresh
A Simple Plan,"Raimi takes the old story about dishonour among thieves and renders it fresh through the calm, cool, steady assurance of the telling.",fresh
A Simple Plan,"As straightforward in narrative as it is gut-wrenching in effect, A Simple Plan is a sort of slow-motion skid down an icy blacktop- it's a movie you watch with a mounting sense of dread.",fresh
Jack Frost,Jack Frost is so treacly and fake it makes you feel like you're trapped in a winter-wonderland paperweight.,rotten
Jack Frost,Let it melt!,rotten
Jack Frost,"No story, not enough humor, a silly setup, and a guy in the snowman suit who looks like he didn't make the first cut at the Macy's Thanksgiving Day parade.",rotten
Jack Frost,A slickly packaged and engagingly sentimental fantasy-comedy that stands out as one of the season's most pleasant surprises!,fresh
Jack Frost,"The snowman, which is the work of Jim Henson's Creature Shop, is the most glaring problem. It looks about as real as a man in a costume, and it's tough to suspend disbelief when you're trying to locate the zipper.",rotten
Jack Frost,Its heart is in the right place.,fresh
Jack Frost,Jack Frost oozes the kind of fake warmth that gives family films a bad name.,rotten
Jack Frost,Predictable!,rotten
Jack Frost,Now we have proof: It's possible for the Jim Henson folks and Industrial Light and Magic to put their heads together and come up with the most repulsive single creature in the history of special effects!,rotten
Jack Frost,"Its sentiment is rote, its truths are culled from a trip down the aisles of a greeting-card shop.",rotten
Jack Frost,Formulaic and charmless!,rotten
Jack Frost,It's just cheerful and bogus enough to keep children reasonably entertained.,fresh
Jack Frost,"A very minor parable on paying attention to family while you can, Frost offers a wide range of passing diversions, from snowboarding derring-do to a minimally annoying computerized title character to lots of tender snowman-son bonding moments.",fresh
Star Trek: Insurrection,"The extravagant makeup and special effects are actually unobtrusive because they're demanded by the pleasantly formulaic story, whose conflicts--and broad, innocuous political allegory -- justify the heartwarming resolution.",fresh
Star Trek: Insurrection,Strikes a deft balance of predictable heroics and quirky humor.,fresh
Star Trek: Insurrection,"Despite the usual strained stabs at topical social significance, Frakes maintains a brisk pace, staging the battle scenes with panache and undercutting the absurd techno gibberish with crass but leavening humour.",rotten
Star Trek: Insurrection,"Fun for most folks, heaven for Trekkers.",fresh
Star Trek: Insurrection,More of the the same-old -same-old.,rotten
Star Trek: Insurrection,"The latest and ninth installment in that line, Star Trek: Insurrection, lacks the adrenalized oomph of its predecessor, but no adventure of the Starship Enterprise is without its gee-whiz affability.",fresh
Star Trek: Insurrection,An appealing millennial throwback to the hippie dream that is part and parcel of Star Trek's utopian ethos.,fresh
Star Trek: Insurrection,"The story has enough plot switchbacks, space battles and gizmo wizardry to ensure that most viewers won't forget the film until at least the next morning.",fresh
Star Trek: Insurrection,"In two outings as director, Jonathan Frakes has proven that he understands what makes Star Trek work on the big screen.",fresh
Star Trek: Insurrection,Doesn't exactly boldly go where no one has gone before.,rotten
Star Trek: Insurrection,Inert and unconvincing.,rotten
The Prince of Egypt,"The movie's proudest accomplishment is that it revises our version of Moses toward something more immediate and believable, more humanly knowable.",fresh
The Prince of Egypt,"This is sensational cinema: crowds swarming among pyramids in eye-popping 3-D, camerawork that's distinctly Spielbergian in its fluidity.",fresh
The Prince of Egypt,"The blend of animation techniques somehow demonstrates mastery modestly, while the special effects are nothing short of magnificent.",fresh
The Prince of Egypt,"As epic, emotionally satisfying spectacle, it's way up there with the very best in mainstream animation.",fresh
The Prince of Egypt,"The handsomely animated Prince of Egypt is an amalgam of Hollywood biblical epic, Broadway supermusical and nice Sunday school lesson.",fresh
The Prince of Egypt,Takes itself too seriously.,rotten
The Prince of Egypt,"An inspiring translation of biblical grandeur, turning the story of one of history's greatest heroes into an entertaining, visually dazzling cartoon.",fresh
The Prince of Egypt,"The 400-member-strong Prince of Egypt team (led by directors Brenda Chapman, Steve Hickner and Simon Wells and ramrodded by executive producer Jeffrey Katzenberg) have created a succession of visual wonders.",fresh
The Prince of Egypt,"This movie is worth a trip to the local multiplex by viewers of all ages, races, and religious persuasions.",fresh
The Prince of Egypt,"It's sophisticated, both intellectually and morally!",fresh
The Prince of Egypt,"The Prince of Egypt is middlebrow kitsch, but kitsch straining for respectability and therefore without the energy that can make kitsch entertaining.",rotten
The Prince of Egypt,"The Prince of Egypt goes beyond fanciful and magical. It is the first spiritual animated film ever, as deep and resonant as it is soaringly inventive!",fresh
The Prince of Egypt,A visually breathtaking film!,fresh
The Prince of Egypt,A well-made work with much to recommend it!,fresh
The Prince of Egypt,"If The Prince of Egypt falls short in its song and story, it succeeds gloriously in its epic grandeur and visual splendor.",fresh
The Prince of Egypt,"Rather than Jerry Falwell, I'd have had the production vetted by Carl Reiner and Mel Brooks.",rotten
The Prince of Egypt,"The film lacks creative exuberance, any side pockets of joy.",rotten
The Prince of Egypt,I wish DreamWorks had been more truly daring instead of merely competitive and worked a little longer at evolving a drawing style that departed more radically from the Disney house style than this film does.,rotten
The Prince of Egypt,"For a cartoon, the movie is overpowering!",fresh
The Prince of Egypt,"If de Mille had seen this film, he would have gone back to the drawing board!",fresh
Rushmore,"Schwartzman is cautious but stubbornly optimistic, while Murray is possessed by the mania of near-despair... They make the best and most disconcerting odd couple that American movies have produced in a long while.",fresh
Rushmore,"Rushmore is an almost indefinable genre of its own. A comedy with a menacing edge? An ironic romance? Hard to call. Anderson, the director and co-writer, and Wilson, co-writer, have a vision like no one else's.",fresh
Rushmore,"A quirky, sometimes hilarious and often touching comic fable.",fresh
Rushmore,"There's an unshakable confidence about this coming-of-age fable that matches that of its central character, Max Fischer.",fresh
Rushmore,"If happiness is finding something you love to do and doing it forever, one of my somethings might just be watching this oddly uproarious little flick.",fresh
Rushmore,"There's a danger of overselling Anderson's sweet-hearted, loony little fantasy, but everything -- from the soundtrack of '60s Brit bands with their jangly anthems of angsty love to Robert Yeoman's slightly hyper-real photography -- fits perfectly.",fresh
Rushmore,"An inspired second feature from director Wes Anderson and co-writer Owen Wilson, the picture shares the offbeat rhythms and disarming humor of their overlooked debut, Bottle Rocket.",fresh
Rushmore,"One of the freshest, richest, most original films to come out of Hollywood in a very long time.",fresh
Rushmore,"The director treats eccentricity with compassionate respect: no winking, no nudges to even like the boy. The filmmaking, meanwhile, is beautifully disciplined.",fresh
Rushmore,You also have to admire the creepy arrogance of Schwartzman's performance.,fresh
Rushmore,"What I wanted was a larger perspective, something more insightful than the one-thing-after-another existential whimsy.",rotten
Rushmore,"A wickedly funny high school comedy for most of its running time, Rushmore is a bracingly fresh and original outing.",fresh
Rushmore,"A peculiar, poignant comedy, with an outstanding character turn from Murray.",fresh
Rushmore,"This film is so not-from-the-cookie-cutter, so unaccommodating of our expectations, that we can't anticipate where Anderson's going to take us. Every scene is a discovery or sly diversion.",fresh
Rushmore,"A true original: a film that stands apart from the crowd, goes its own way and all but dares you not to like it.",fresh
Rushmore,"One of the most original, good-hearted comedies in a long time, Rushmore is the sort of movie where the strangest sequences of discords somehow keep managing to reach giddily improbable resolutions.",fresh
Rushmore,To call Rushmore a romantic triangle about clinical depressives doesn't allow for the film's bracing humanism.,fresh
Rushmore,"...Anderson has an idiosyncratic sensibility, the rare ability to create a world that is completely his own. Unique worlds, however, can be off-putting enough to discourage civilians from spending time there.",rotten
Rushmore,"[Rushmore is] structured like a comedy, but there are undertones of darker themes, and I almost wish they'd allowed the plot to lead them into those shadows.",rotten
Shakespeare in Love,"[An] inordinately clever, sprightly romantic comedy.",fresh
Shakespeare in Love,"It restores to centrality of consciousness one of the great geniuses of our civilization. It makes us care for his greatness, for his passion, for his worth. In no uncertain terms, it tells us Willie Boy is still here.",fresh
Shakespeare in Love,"Scene after scene engages us as cheerful groundlings, tosses us jokes, toys with our expectations, then sweeps away the boundaries between film and stage, comedy and tragedy so we're open to the power of language and the feelings behind it.",fresh
Shakespeare in Love,A triumph of talent and style over silliness.,fresh
Shakespeare in Love,"Hilarious, sexy, clever, playful and as initially teasing as it is ultimately satisfying.",fresh
Shakespeare in Love,"I just wish that the script wasn't so insistent on showing off. Shakespeare, even when he kowtowed to the peasants, knew when to quit.",rotten
Shakespeare in Love,"You can't miss with a movie that speaks the language of love with such hotblooded delight. And in iambic pentameter, too.",fresh
Shakespeare in Love,"In addition to Fiennes, who does a star-making job here, and the radiant Paltrow, Shakespeare in Love teems with wonderful performances.",fresh
Shakespeare in Love,A ripely emotional comedy-fantasia.,fresh
Shakespeare in Love,"Accessible, entertaining and fun for modern audiences. Exquisitely acted, tightly directed and impressively assembled, this lively period piece is the kind of arty gem with potentially broad appeal that Miramax certainly knows how to sell.",fresh
Shakespeare in Love,"Marc Norman and Tom Stoppard have written one of the year's smartest scripts, and Mrs. Brown director John Madden gets a chance to show a funny side that's previously been submerged.",fresh
Shakespeare in Love,"It's easy to suspend disbelief and embrace this historically creative fiction, whose clever relationship to what's known and what's unresolved is part of what makes it so intriguing and so romantic.",fresh
Shakespeare in Love,"It's Tom Stoppard's witty, intelligent script which proves so satisfying.",fresh
Shakespeare in Love,"It's a literary burlesque, remarkably clever and quick on its feet. It is ardently romantic but is at its best when it is funny. And it's funny.",fresh
Shakespeare in Love,Seems the Bard is badly blocked.,fresh
Shakespeare in Love,"A happy conceit smoothly executed, this is one of those entertaining confections that's so pleasing to the eye and ear you'd have to be a genuine Scrooge to struggle against it.",fresh
Shakespeare in Love,"If, for the playwright himself, all the world's a stage and all the men and women merely players, then this splendrous new movie gives as much of his world as a simple stage or screen can hold.",fresh
Shakespeare in Love,"With glittering shows of erudition and playfulness, Shakespeare in Love mixes history, fiction, comedy and romance to create a pure joy of a movie!",fresh
Shakespeare in Love,"I was carried along by the wit, the energy and a surprising sweetness.",fresh
Shakespeare in Love,"Like some of Shakespeare's own, unclassifiable plays that bounce between comedy and tragedy, it's a wonderful mess.",fresh
Prancer,Its plodding competence can't provide that effortless magical touch that Christmas classics are made of.,rotten
Prancer,"Harrell's brash debut, the use of animism and the story's sincerity add interest.",fresh
Prancer,"Smaller kids will identify with Jessica's fierce resolve to get Prancer back into action, and older viewers will appreciate the fact that the movie takes place in an approximation of the real world.",fresh
Rambo: First Blood Part II,"A thoroughly unpleasant project, quite apart from its creepy populist posturing (Stallone seemed determined to become the Huey Long of the movies).",rotten
Rambo: First Blood Part II,"The body count is rising, Sly's pecs are blowing up, and Rambo himself is becoming more of a brand-name than a character, a mascot for masochism and murderous self-assertion.",rotten
Rambo: First Blood Part II,"To anyone who doesn't share the camera's adoration, this sort of behavior becomes so comic that Rambo turns into something of a camp classic.",rotten
First Blood,"The darker tone, somber subtext, and generally non-exploitative violence allow viewers to enjoy the film not only as an action/thriller but as something with a degree of intelligence and substance.",fresh
First Blood,"This action film hangs on an interesting reversal, taking the crazed-killer-in-the-woods theme from Friday the 13th and turning it inside out-- the psychopath is now our hero, a maladjusted ex-Green Beret played by Sylvester Stallone.",fresh
First Blood,"Director Ted Kotcheff has all sorts of trouble with this mess, aside from credibility.",rotten
First Blood,"As a Stallone vehicle this is sleek, slick and not unexciting, but crassly castrates the David Morrell novel on which it is based.",fresh
First Blood,"Sylvester Stallone is one of the great physical actors in the movies, with a gift for throwing himself so fearlessly into an action scene that we can't understand why somebody doesn't really get hurt.",fresh
First Blood,First Blood is ragged and flashy; it ought to be a big success with audiences that value action for its own sake.,fresh
Rambo III,"Always at ground zero in the chaos is Rambo -- gloriously, inhumanly impervious to fear and danger -- whose character is inhabited by Stallone with messianic intensity.",fresh
Rambo III,"Saturday Morning Picture Club stuff, only dearer.",fresh
Rambo III,"Mr. Stallone has by now made Rambo parody-proof, since the character is every bit as laughable as he is grandiose; that's part of the fun.",fresh
Rambo III,"Rambo may, in fact, have outlived his usefulness. His moment may have passed.",rotten
Rambo III,Stallone scripts the wall-to-wall explosions too haphazardly and unimaginatively.,rotten
Romancing the Stone,"Turner is like a lot of unwitting screen heroines ahead of her, guaranteed that her drab existence is about to be transformed -- probably by a man, preferably handsome and adventurous.",rotten
Romancing the Stone,Director Robert Zemeckis displays such dazzling cinematic know-how that it's genuinely depressing when this 1984 film falls off into the usual self-ridicule.,rotten
Romancing the Stone,"The script is sharp and funny, the direction sure-footed on both the comedy and action fronts, and the whole thing adds up to rather more concerted fun than Indiana Jones' flab-ridden escapade in the Temple of Doom.",fresh
Romancing the Stone,"After all the Raiders rip-offs, it's fun to find an adventure film that deserves the comparison, that has the same spirit and sense of humor.",fresh
Romancing the Stone,"An elaborately produced, mostly charmless adventure-comedy that intends to make fun of a kind of romantic fiction that's one step removed from what the movie is all about.",rotten
Cocoon,"An amiable, life-affirming fantasy-comedy about the rejuvenation of crotchery oldsters whose main distinction is offering roles to senior actors like Don Ameche (who won an Oscar), Hume Cronyn, and Jessica Tandy",fresh
Cocoon,Cocoon weaves a mesmerizing tale.,fresh
Cocoon,"Director Ron Howard brings a quality of gentleness and whimsy to the performances, but basically this is a highly calculated project brought in by those two old pros, producers Richard Zanuck and David Brown.",rotten
Cocoon,"Essentially, this is sci-fi with a heart, albeit one made entirely of cheese.",rotten
Cocoon,It has no real competition as this season's reigning fairy tale.,fresh
Rocky IV,"Sylvester Stallone is really sloughing it off shamelessly in Rocky IV, but it's still impossible not to root for old Rocky Balboa to get up off the canvas and whup that bully one more time.",rotten
Rocky IV,"The crazed flag-waving would be a lot easier to take if it weren't so clearly a commercial calculation meant to salvage what is otherwise a crass, careless, shamelessly padded film.",rotten
Rocky IV,Film reduced to the barest of three acts.,rotten
Rocky IV,Even the hint of political power that Rocky garners by the end of this latest battle is made to seem like more of the same empty glory.,rotten
Rocky IV,"Even Sylvester Stallone seems to be getting tired of the series; as the writer and director, as well as the star, he puts himself through the same old paces.",rotten
Rocky V,The dramatic moves are so obvious and shopworn that not even the star's mournful basset-hound expressions can redeem them.,rotten
Rocky V,"Whereas the first and far superior Rocky had real heart, this tries and fails to have brains.",rotten
Rocky V,A sloppy but good-natured reminder of just what it is that has kept Rocky Balboa afloat for 14 years.,fresh
Rocky V,"In Rock V, the underdog is officially diagnosed as 'brain damaged.' Yo. So what else is new?",rotten
Rocky V,"Despite Stallone's bantamweight attempts to insert, like, character into the fifth Rocky, it's the same old fight with the same old round of regulars.",rotten
Clue,"It's not the least bit scary or suspenseful but instead quickly grows tedious. The more you struggle to keep track of the constantly multiplying plot developments, the harder it gets to care who did it.",rotten
Clue,"Only Lesley Ann Warren, as a tough-talking madam, finds an effective level of stylization, using her leggy physique and wildly expressive features to create a cartoonish figure that's funny within its own boundaries.",rotten
Clue,"The characters are less credible than their plastic counterparts, the puerile humour is dispiriting, and the plotting pulled this way and that by the conceit of releasing the film in the US with a trio of alternate endings.",rotten
Clue,One ending is more than enough.,rotten
Clue,"Though it takes only 87 minutes to arrive at one of its three different solutions, it has long since worn out its welcome by the denouement.",rotten
Back to School,"The vibes, here, are all wrong, and Dangerfield's unique timing is disrupted in most scenes.",rotten
Back to School,I mean no disrespect to Rodney Dangerfield in suggesting that Back to School is a comedy that belongs back on the drawing board.,rotten
Back to School,Dangerfield seems to be setting the film's brisk pace and flawless timing himself.,fresh
Back to School,"In this very funny Rodney Dangerfield comedy, there has been an important shift in Rodney's entertainment persona, a shift that has made this small film a monster hit.",fresh
Back to School,"It's a good character for Dangerfield, one that veers him away from the 'I don't get no respect' pathos that comes too easily to him, and enough attention is paid to the minimal plot to integrate Dangerfield's classically constructed one-liners.",fresh
Back to School,[An] acceptable time-passer.,fresh
Back to School,"The film is a good-natured potpourri of gags, funny bits, populist sentiment and anti-intellectualism.",fresh
Back to School,This is exactly the sort of plot Marx or Fields could have appeared in. Dangerfield brings it something they might also have brought along: a certain pathos.,fresh
Heartburn,"This is the most disappointing film of the year, considering its pedigree -- a Mike Nichols film from a Nora Ephron script, starring Meryl Streep and Jack Nicholson.",rotten
The Karate Kid,This film's art consists entirely of hiding the cynicism of its calculations under an agreeably modest and disarming manner.,fresh
The Karate Kid,"Morita is simply terrific, bringing the appropriate authority and wisdom to the part.",fresh
The Karate Kid,"A surprise summer hit in the States, this is another film-making-by-numbers exercise in teenage wish-fulfilment.",rotten
The Karate Kid,"An exciting, sweet-tempered, heart-warming story with one of the most interesting friendships in a long time.",fresh
The Karate Kid,"The Karate Kid exhibits warmth and friendly, predictable humor, its greatest assets.",fresh
The Karate Kid,"It's primitive, predatory stuff.",rotten
"The Karate Kid, Part III",The pattern has so calcified that Gene Autry westerns seem like models of moral complexity by comparison.,rotten
Christmas Vacation,Solid family fare with plenty of yocks.,fresh
Christmas Vacation,"The new film does little more than reintroduce these familiar characters (with new actors playing the children, who would otherwise be college age by now) and let them get on one another's nerves in earnest.",rotten
Christmas Vacation,One of the great unanswered questions in Hollywood is how Chevy Chase still gets work.,rotten
Christmas Vacation,"Sequence after sequence seems to contain all the necessary material, to be well on the way toward a payoff, and then it somehow doesn't work.",rotten
Christmas Vacation,"Christmas Vacation may not be a fancy package, but it is a diverting stocking stuffer.",fresh
You've Got Mail,"The coincidences that make the destined lovers' paths cross aren't contrived with much finesse, but the characters get in some decidedly clever lines.",fresh
You've Got Mail,"The clumsily loaded characterisation not only treats almost every other figure as dispensable, but doesn't even bother to make Meg and Tom properly sympathetic.",rotten
You've Got Mail,"Mail may not be as romantic as Sleepless, but it's wittier.",fresh
You've Got Mail,A love story destined to be remembered as one of the best of the decade.,fresh
You've Got Mail,"Fully-stocked, well-oiled and soulless, You've Got Mail sure feels like a franchise operation -- all that's missing is a greeter and a discount card.",rotten
You've Got Mail,"Every time You've Got Mail is about to choke on its own cleverness, it's resuscitated by its extremely likable -- oh heck, let's just call them lovable -- stars.",fresh
You've Got Mail,"There's no denying the chemistry between Hanks, whose comparisons to Jimmy Stewart are becoming annoyingly accurate, and Ryan, whose schoolgirl cuteness is finally taking on a layer of matured confidence.",fresh
You've Got Mail,Not only about PCs; it appears to have been dictated by one.,rotten
You've Got Mail,"Even if you already live on the Upper West Side, you might feel the urge to move there before the film is over.",fresh
You've Got Mail,You've Got Mail provides a perfectly cuddly night at the movies!,fresh
You've Got Mail,The whole movie goes bland and flat as a fast-food knish or a blank computer screen.,rotten
You've Got Mail,Seductive!,fresh
You've Got Mail,This film made me feel like a Christmas goose being fattened for slaughter. Its force-fed diet of whimsy cloyed long before the eagerly anticipated romantic payoff arrived to put me out of my misery.,rotten
You've Got Mail,Ryan and Hanks have more winning smiles than most people have expressions!,fresh
You've Got Mail,"Like e-mail, this movie is a message delivery system, no more.",rotten
You've Got Mail,Winning romantic comedy and great date movie!,fresh
You've Got Mail,A sweetly sentimental romance that shrewdly capitalizes on the foolproof allure of its stars.,fresh
You've Got Mail,It's a feel-good movie that offers enough comedy and romance to warm the heart without risking a sentimental overdose.,fresh
You've Got Mail,"Warm, smart, and funny!",fresh
You've Got Mail,"It lacks the freshness of the first film, but it's still a charmer.",fresh
The Thin Red Line,"It's a genuinely epic cine-poem that essentially sidesteps history, politics and conventional ethics to deal with war as an absolute, inevitable and eternal facet of existence.",fresh
The Thin Red Line,Fascinating!,fresh
The Thin Red Line,"A complex, highly talented work marked by intellectual and philosophical ambitions!",fresh
The Thin Red Line,"A haunting, scattered reminiscence piece, where the mind is allowed to drift through its memories, and retrieve impressions of the beautiful and the hideous, the serene and the hysterical, the banal and the profound.",fresh
The Thin Red Line,"The Thin Red Line is an epic aestheticization of World War II, a movie at once bold and baffling, immediate and abstract.",fresh
The Thin Red Line,An uncannily timed movie phenomenon!,fresh
The Thin Red Line,"It wrestles with complexity, speaks to us in poetry, weaves multiple narrative strands into a tapestry, opens the festering wounds of war and gazes inside without blinking.",fresh
The Thin Red Line,One of the most curious and perversely brilliant films ever made!,fresh
The Thin Red Line,"At two hours and 45 minutes, The Thin Red Line gives ample evidence of suffering all manner of cuts, if not having been simply hacked into its final shape. But this violence only adds to the movie's brave, strange, eroded nobility.",fresh
The Thin Red Line,Intermittently brilliant!,fresh
The Thin Red Line,Takes war to a stirring level!,fresh
The Thin Red Line,There has been no American film in 1998 with larger ambitions!,fresh
The Thin Red Line,Malick hasn't lost his knack for impressive visuals!,fresh
The Faculty,"This smart, involving sci-fi picture, set in an Ohio high school, pays homage to several genre faves, notably Invasion of the Body Snatchers and The Thing.",fresh
The Faculty,"Since the codes of science fiction are different from horror's cant, the patented Williamson method doesn't make a perfect fit with the material; Faculty's fun, but less fun than it could be.",fresh
The Faculty,"Just whiskers away from being really snazzy, ""The Faculty"" still manages to make for a fun night out.",fresh
Patch Adams,"By the end of it, you may feel like tripping a stranger just to shake off the sticky-sweet residue.",rotten
Patch Adams,"It extracts tears individually by liposuction, without anesthesia!",rotten
Patch Adams,Offensive and deeply false 'inspirational!',rotten
Patch Adams,Those in sore need of busting a gut had better look elsewhere for comic relief.,rotten
Patch Adams,Almost every scene triggers a sense of deja vu!,rotten
Patch Adams,A sure-fire crowd-pleaser!,fresh
Patch Adams,"Here is the year's least welcome technological advance, the computer-generated butterfly meant to provide a touch of magic for a film that has none of its own.",rotten
Patch Adams,"A perfectly fine, play-it-safe vehicle for Robin Williams that showcases both his great gift for improvisational comedy and his ability to make a heartfelt connection.",fresh
Patch Adams,"Instead of drama, Patch Adams gives us mere iconography, and wastes Williams's iconoclastic dedicated doc.",rotten
Patch Adams,A movie of depth and delight!,fresh
Stepmom,A lab-engineered weepie!,rotten
Stepmom,"When Susan Sarandon wants you to cry, you cry. When Julia Roberts wants you to smile, you smile.",fresh
Stepmom,A very bland pudding!,rotten
Stepmom,"Not since 1979's Kramer vs. Kramer has a mainstream movie more accurately, insightfully, humorously or tear-jerkingly dramatized family life in our time than Stepmom!",fresh
Stepmom,Never feels either real enough to move us deeply or bubbly enough to make us forget our woes.,fresh
Stepmom,These two actresses are so galvanized and team up so well that the women's relationship soon upstages anything having to do with the man.,fresh
Stepmom,"It's a film that takes valid, complex family dynamics regarding divorce, remarriage, and parenting and reduces it all to bitchy catfighting, obvious button-pushing, and tawdry cliches.",rotten
Stepmom,"Too loud, bright and shallow for its subject!",rotten
Stepmom,It's merely a soap opera with elevated production values and a sterling cast.,rotten
Stepmom,"The script is a mishmash of cliches, inferior melodrama, and howlingly embarrassing dialogue, and the director, Chris Columbus, shows no evidence that he understands the meaning of the term 'subtle'.",rotten
Stepmom,Who knew Sarandon's headlight eyes and Roberts' high-beam smile would complement one another so well?,fresh
A Civil Action,"Based on a true story, this is an intelligent legal thriller, very much in the mode of 1970s issue-oriented films, that may be too subtle and complex for the damands of today's market.",fresh
A Civil Action,"Delivering the verdict two thirds into the movie is anti-climactic, while Schlichtmann's belated atonement feels beside the point.",rotten
A Civil Action,"As proficient a job as writer-director Steve Zaillian and his team do, A Civil Action has unmistakably unraveled by its close.",rotten
A Civil Action,Travolta captures the complexity of a man whose motives for doing good have as much to do with vanity as anything else.,fresh
A Civil Action,"The story presents both Schlichtmann and the civil court system as stubbornly complicated. And it tells a finely nuanced tale of right, wrong and the gray area in between.",fresh
A Civil Action,Zaillian managed to surprise me by crafting a courtroom drama which is sufficiently different and thought-provoking that I can recommend it with a clear conscience.,fresh
A Civil Action,"A slick, shameless job that takes way too long to make its point (namely, we need the EPA).",rotten
A Civil Action,"Millions of people read Harr's gripping bestseller, but Steven Zaillian may be the only one who didn't understand it.",rotten
A Civil Action,Like John Grisham for grownups.,fresh
A Civil Action,"Schlichtmann may have gone through this conversion in real life, but I just didn't buy it the way Zaillian presents it.",rotten
A Civil Action,"I'm all for films that don't flow from the usual Hollywood test tubes, but A Civil Action is basically the standard formula with a dash of downbeat.",rotten
Hurlyburly,"Hurlyburly earns its keep, in the end, with writerly flash and dramatic virtuosity.",fresh
Wilde,A tony biopic that manages to combine an upfront portrayal of the scribe's gayness with an often moving examination of his broader emotions and artistic ideals.,fresh
Wilde,"If anybody was born to play Oscar Wilde, it must have been Stephen Fry: not only does he look like the Green Carnation Man, but he himself is often portrayed as being too clever, too complex for his own good.",fresh
Wilde,Likely to remain the definitive screen treatment of Oscar Wilde for years to come.,fresh
Wilde,"The closest thing the movie has to a point of view is a tendentious and mystifying voice-over, in which Fry reads excerpts from Wilde's fairy tale about a selfish giant who banishes his children from his garden.",rotten
Wilde,"Mr. Fry's warmly sympathetic performance finds the gentleness beneath the wit. He conveys the sense of a man at the mercy of forces he cannot control, not least of them his own brittle genius.",fresh
Wilde,Stephen Fry brings a depth and gentleness to the role that says what can be said about Oscar Wilde: that he was a funny and gifted idealist in a society that valued hypocrisy above honesty.,fresh
